name,city,country,code
Santa Ynez Airport,Santa Ynez,United States,SQA
Shangrao Sanqingshan Airport,Shangrao,China,SQD
Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG
Na-San Airport,Son-La,Vietnam,SQH
Shaxian Airport,Sanming,China,SQJ
San Carlos Airport,San Carlos,United States,SQL
Emalamo Sanana Airport,Sanana,Indonesia,SQN
Storuman Airport,Mohed,Sweden,SQO
Šiauliai International Airport,Siauliai,Lithuania,SQQ
Soroako Airport,Soroako,Indonesia,SQR
Skive Airport,Skive,Denmark,SQW
São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX
RAF Scampton,Scampton,United Kingdom,SQZ
Santa Rosa Airport,Santa Rosa,Brazil,SRA
Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE
Achmad Yani Airport,Semarang,Indonesia,SRG
Sarh Airport,Sarh,Chad,SRH
Temindung Airport,Samarinda,Indonesia,SRI
Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ
Strahan Airport,Strahan,Australia,SRN
Stord Airport,Stord,Norway,SRP
Sarasota Bradenton International Airport,Sarasota,United States,SRQ
Soroti Airport,Soroti,Uganda,SRT
Gardabya Airport,Sirt,Libya,SRX
Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY
El Trompillo Airport,Santa Cruz,Bolivia,SRZ
Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA
Shaw Air Force Base,Sumter,United States,SSC
Solapur Airport,Sholapur,India,SSE
Stinson Municipal Airport,Stinson,United States,SSF
Malabo Airport,Malabo,Equatorial Guinea,SSG
Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH
Malcolm McKinnon Airport,Brunswick,United States,SSI
Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ
Seoul Air Base (K-16),Seoul East,South Korea,SSN
Sara Airport,Pentecost Island,Vanuatu,SSR
Santa Teresita Airport,Santa Teresita,Argentina,SST
Mbanza Congo Airport,M'banza-congo,Angola,SSY
Base Aérea de Santos Airport,Santos,Brazil,SSZ
Stauning Airport,Stauning,Denmark,STA
Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,STB
St Cloud Regional Airport,Saint Cloud,United States,STC
Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,STD
Stevens Point Municipal Airport,Stevens Point,United States,STE
St George Airport,Point Barrow,United States,STG
Cibao International Airport,Santiago,Dominican Republic,STI
Rosecrans Memorial Airport,Rosecrans,United States,STJ
Sterling Municipal Airport,Sterling,United States,STK
St Louis Lambert International Airport,St. Louis,United States,STL
Maestro Wilson Fonseca Airport,Santarem,Brazil,STM
London Stansted Airport,London,United Kingdom,STN
St Paul Downtown Holman Field,St. Paul,United States,STP
Stuttgart Airport,Stuttgart,Germany,STR
Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS
Cyril E. King Airport,St. Thomas,Virgin Islands,STT
Surat Airport,Surat,India,STV
Stavropol Shpakovskoye Airport,Stavropol,Russia,STW
Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,STX
Nueva Hesperides International Airport,Salto,Uruguay,STY
Santa Terezinha Airport,Santa Terezinha,Brazil,STZ
Witham Field,Stuart,United States,SUA
Juanda International Airport,Surabaya,Indonesia,SUB
Lamezia Terme Airport,Lamezia,Italy,SUF
Surigao Airport,Sangley Point,Philippines,SUG
Sukhumi Dranda Airport,Sukhumi,Georgia,SUI
Satu Mare Airport,Satu Mare,Romania,SUJ
Sakkyryr Airport,Batagay-Alyta,Russia,SUK
Sui Airport,Sui,Pakistan,SUL
Friedman Memorial Airport,Hailey,United States,SUN
Trunojoyo Airport,Sumenep,Indonesia,SUP
Summer Beaver Airport,Summer Beaver,Canada,SUR
Spirit of St Louis Airport,Null,United States,SUS
Travis Air Force Base,Fairfield,United States,SUU
Nausori International Airport,Nausori,Fiji,SUV
Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX
Suntar Airport,Suntar,Russia,SUY
Savoonga Airport,Savoonga,United States,SVA
Sambava Airport,Sambava,Madagascar,SVB
Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,SVD
Stavanger Airport Sola,Stavanger,Norway,SVG
Statesville Regional Airport,Statesville,United States,SVH
Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,SVI
Svolvær Helle Airport,Svolvær,Norway,SVJ
Savonlinna Airport,Savonlinna,Finland,SVL
Hunter Army Air Field,Hunter Aaf,United States,SVN
Sheremetyevo International Airport,Moscow,Russia,SVO
Kuito Airport,Kuito,Angola,SVP
Sevilla Airport,Sevilla,Spain,SVQ
Savusavu Airport,Savusavu,Fiji,SVU
Sparrevohn LRRS Airport,Sparrevohn,United States,SVW
Koltsovo Airport,Yekaterinburg,Russia,SVX
San Antonio Del Tachira Airport,San Antonio,Venezuela,SVZ
Jieyang Chaoshan International Airport,Shantou,China,SWA
Stawell Airport,,Australia,SWC
Seward Airport,Seward,United States,SWD
Stewart International Airport,Newburgh,United States,SWF
Swan Hill Airport,Swan Hill,Australia,SWH
Southwest Bay Airport,Malekula Island,Vanuatu,SWJ
Stillwater Regional Airport,Stillwater,United States,SWO
Swakopmund Airport,Swakopmund,Namibia,SWP
Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ
Swansea Airport,Swansea,United Kingdom,SWS
Strezhevoy Airport,Strezhevoy,Russia,SWT
Suwon Airport,Suwon,South Korea,SWU
Shakawe Airport,Shakawe,Botswana,SWX
Strasbourg Airport,Strasbourg,France,SXB
West Sale Airport,Sale,Australia,SXE
Berlin-Schönefeld Airport,Berlin,Germany,SXF
Sirri Island Airport,Siri Island,Iran,SXI
Shanshan Airport,Shanshan,China,SXJ
Saumlaki/Olilit Airport,Saumlaki,Indonesia,SXK
Sligo Airport,Sligo,Ireland,SXL
Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM
Sua Pan Airport,Sowa,Botswana,SXN
São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO
Soldotna Airport,Soldotna,United States,SXQ
Sheikh ul Alam Airport,Srinagar,India,SXR
Salem Airport,Salem,India,SXV
São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,SXX
Siirt Airport,Siirt,Turkey,SXZ
Eareckson Air Station,Shemya,United States,SYA
Sydney Kingsford Smith International Airport,Sydney,Australia,SYD
Syangboche Airport,Syangboche,Nepal,SYH
Sirjan Airport,Sirjan,Iran,SYJ
Pu'er Simao Airport,Simao,China,SYM
Shonai Airport,Shonai,Japan,SYO
Ruben Cantu Airport,Santiago,Panama,SYP
Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ
Syracuse Hancock International Airport,Syracuse,United States,SYR
Saskylakh Airport,Saskylakh,Russia,SYS
Saint-Yan Airport,St.-yan,France,SYT
Warraber Island Airport,Sue Islet,Australia,SYU
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW
Sanya Phoenix International Airport,Sanya,China,SYX
Stornoway Airport,Stornoway,United Kingdom,SYY
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ
Soyo Airport,Soyo,Angola,SZA
Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB
Samsun Çarşamba Airport,Samsun,Turkey,SZF
Salzburg Airport,Salzburg,Austria,SZG
Siguanea Airport,Siguanea,Cuba,SZJ
Skukuza Airport,Skukuza,South Africa,SZK
Whiteman Air Force Base,Knobnoster,United States,SZL
Stara Zagora Airport,Stara Zagora,Bulgaria,SZR
Ryan's Creek Aerodrome,Stewart Island,New Zealand,SZS
San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT
Suzhou Guangfu Airport,Suzhou,China,SZV
Schwerin Parchim Airport,Parchim,Germany,SZW
Shenzhen Bao'an International Airport,Shenzhen,China,SZX
Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ
Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB
Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC
Daegu Airport,Taegu,South Korea,TAE
Tafaraoui Airport,Oran,Algeria,TAF
Tagbilaran Airport,Tagbilaran,Philippines,TAG
Tanna Airport,Tanna,Vanuatu,TAH
Ta'izz International Airport,Taiz,Yemen,TAI
Takamatsu Airport,Takamatsu,Japan,TAK
General Francisco Javier Mina International Airport,Tampico,Mexico,TAM
Liuting Airport,Qingdao,China,TAO
Tapachula International Airport,Tapachula,Mexico,TAP
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,TAR
Tashkent International Airport,Tashkent,Uzbekistan,TAS
Poprad-Tatry Airport,Poprad,Slovakia,TAT
Tartu Airport,Tartu,Estonia,TAY
Daşoguz Airport,Dasoguz,Turkmenistan,TAZ
Dong Tac Airport,Tuy Hoa,Vietnam,TBB
Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF
Tabubil Airport,Tabubil,Papua New Guinea,TBG
Tugdan Airport,Romblon,Philippines,TBH
New Bight Airport,Cat Island,Bahamas,TBI
Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ
Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN
Tabora Airport,Tabora,Tanzania,TBO
Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP
Statesboro Bulloch County Airport,Statesboro,United States,TBR
Tbilisi International Airport,Tbilisi,Georgia,TBS
Tabatinga Airport,Tabatinga,Brazil,TBT
Fua'amotu International Airport,Tongatapu,Tonga,TBU
Donskoye Airport,Tambow,Russia,TBW
Tabriz International Airport,Tabriz,Iran,TBZ
Tennant Creek Airport,Tennant Creek,Australia,TCA
Treasure Cay Airport,Treasure Cay,Bahamas,TCB
Tucumcari Municipal Airport,Tucumcari,United States,TCC
Tulcea Airport,Tulcea,Romania,TCE
Tacheng Airport,Tacheng,China,TCG
Tchibanga Airport,Tchibanga,Gabon,TCH
Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL
McChord Air Force Base,Tacoma,United States,TCM
Tehuacan Airport,Tehuacan,Mexico,TCN
La Florida Airport,Tumaco,Colombia,TCO
Taba International Airport,Taba,Egypt,TCP
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ
Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,TCS
Tabas Airport,Tabas,Iran,TCX
Tengchong Tuofeng Airport,Tengchong,China,TCZ
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD
Tandag Airport,Tandag,Philippines,TDG
Tadjoura Airport,Tadjoura,Djibouti,TDJ
Héroes De Malvinas Airport,Tandil,Argentina,TDL
Theodore Airport,Theodore,Australia,TDR
Sasereme Airport,Sasereme,Papua New Guinea,TDS
Trat Airport,Trat,Thailand,TDX
Tela Airport,Tela,Honduras,TEA
Teterboro Airport,Teterboro,United States,TEB
Telêmaco Borba Airport,Telemaco Borba,Brazil,TEC
Thisted Airport,Thisted,Denmark,TED
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE
Telfer Airport,Telfer,Australia,TEF
Tezu Airport,Tezu,India,TEI
Temora Airport,Temora,Australia,TEM
Tongren Fenghuang Airport,Tongren,China,TEN
Tekirdağ Çorlu Airport,Çorlu,Turkey,TEQ
Lajes Airport,Lajes (terceira Island),Portugal,TER
Chingozi Airport,Tete,Mozambique,TET
Manapouri Airport,Manapouri,New Zealand,TEU
Teruel Airport,Teruel,Spain,TEV
Telluride Regional Airport,Telluride,United States,TEX
Tezpur Airport,Tezpur,India,TEZ
Tefé Airport,Tefe,Brazil,TFF
Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL
Tenerife Norte Airport,Tenerife,Spain,TFN
Tenerife South Airport,Tenerife,Spain,TFS
Tengah Air Base,Tengah,Singapore,TGA
Podgorica Airport,Podgorica,Montenegro,TGD
Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG
Tongoa Airport,Tongoa Island,Vanuatu,TGH
Tingo Maria Airport,Tingo Maria,Peru,TGI
Tiga Airport,Tiga,New Caledonia,TGJ
Taganrog Yuzhny Airport,Taganrog,Russia,TGK
Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM
Latrobe Valley Airport,Morwell,Australia,TGN
Tongliao Airport,Tongliao,China,TGO
Podkamennaya Tunguska Airport,Bor,Russia,TGP
Tangará da Serra Airport,Tangara da Serra,Brazil,TGQ
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR
Tanga Airport,Tanga,Tanzania,TGT
Toncontín International Airport,Tegucigalpa,Honduras,TGU
Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ
Senador Petrônio Portela Airport,Teresina,Brazil,THE
Berlin-Tempelhof International Airport,Berlin,Germany,THF
Thangool Airport,Biloela,Australia,THG
Tachileik Airport,Tachilek,Burma,THL
Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN
Thorshofn Airport,Thorshofn,Iceland,THO
Tianshui Maijishan Airport,Tianshui,China,THQ
Mehrabad International Airport,Teheran,Iran,THR
Sukhothai Airport,Sukhothai,Thailand,THS
Thule Air Base,Thule,Greenland,THU
Turukhansk Airport,Turukhansk,Russia,THX
Tahoua Airport,Tahoua,Niger,THZ
Tirana International Airport Mother Teresa,Tirana,Albania,TIA
Bou Chekif Airport,Tiaret,Algeria,TID
Tippi Airport,Tippi,Ethiopia,TIE
Ta’if Regional Airport,Taif,Saudi Arabia,TIF
Tikehau Airport,Tikehau,French Polynesia,TIH
Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII
General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ
Tinker Air Force Base,Oklahoma City,United States,TIK
Moses Kilangin Airport,Timika,Indonesia,TIM
Tindouf Airport,Tindouf,Algeria,TIN
Tripoli International Airport,Tripoli,Libya,TIP
Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ
Tirupati Airport,Tirupeti,India,TIR
Timaru Airport,Timaru,New Zealand,TIU
Tivat Airport,Tivat,Montenegro,TIV
Tacoma Narrows Airport,Tacoma,United States,TIW
Space Coast Regional Airport,Titusville,United States,TIX
Tidjikja Airport,Tidjikja,Mauritania,TIY
Tari Airport,Tari,Papua New Guinea,TIZ
Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA
Sei Bati Airport,Tanjung Balai Karimun,Indonesia,TJB
Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG
Tajima Airport,Toyooka,Japan,TJH
Trujillo Airport,Trujillo,Honduras,TJI
Tokat Airport,Tokat,Turkey,TJK
Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL
Roshchino International Airport,Tyumen,Russia,TJM
Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ
Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS
Kulob Airport,Kulyab,Tajikistan,TJU
Tanjore Air Force Base,Tanjore,India,TJV
Talkeetna Airport,Talkeetna,United States,TKA
Tiko Airport,Tiko,Cameroon,TKC
Takoradi Airport,Takoradi,Ghana,TKD
Truckee Tahoe Airport,Truckee,United States,TKF
Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG
Takhli Airport,Nakhon Sawan,Thailand,TKH
Tok Junction Airport,Tok,United States,TKJ
Chuuk International Airport,Chuuk,Micronesia,TKK
Tokunoshima Airport,Tokunoshima,Japan,TKN
Takapoto Airport,Takapoto,French Polynesia,TKP
Kigoma Airport,Kigoma,Tanzania,TKQ
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS
Tak Airport,Tak,Thailand,TKT
Turku Airport,Turku,Finland,TKU
Tatakoto Airport,Tatakoto,French Polynesia,TKV
Takaroa Airport,Takaroa,French Polynesia,TKX
Teller Airport,Teller,United States,TLA
Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD
Toliara Airport,Toliara,Madagascar,TLE
Tallahassee Regional Airport,Tallahassee,United States,TLH
Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI
Tatalina LRRS Airport,Tatalina,United States,TLJ
Talakan Airport,Talakan,Russia,TLK
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM
Toulon-Hyères Airport,Hyeres,France,TLN
Turpan Jiaohe Airport,Turpan,China,TLQ
Toulouse-Blagnac Airport,Toulouse,France,TLS
Golfo de Morrosquillo Airport,Tolu,Colombia,TLU
Ben Gurion International Airport,Tel-aviv,Israel,TLV
Panguilemo Airport,Talca,Chile,TLX
Henry Tift Myers Airport,Tifton,United States,TMA
Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,TMB
Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC
Gustavo Vargas Airport,Tame,Colombia,TME
Thimarafushi Airport,Thimarafushi,Maldives,TMF
Tomanggong Airport,Tomanggong,Malaysia,TMG
Tanah Merah Airport,Boven Digoel,Indonesia,TMH
Tumling Tar Airport,Tumling Tar,Nepal,TMI
Termez Airport,Termez,Uzbekistan,TMJ
Tamale Airport,Tamale,Ghana,TML
Toamasina Airport,Toamasina,Madagascar,TMM
Tamana Island Airport,Tamana,Kiribati,TMN
Tumeremo Airport,Tumeremo,Venezuela,TMO
Tampere-Pirkkala Airport,Tampere,Finland,TMP
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR
São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS
Trombetas Airport,Oriximina,Brazil,TMT
Tambor Airport,Nicoya,Costa Rica,TMU
Tamworth Airport,Tamworth,Australia,TMW
Timimoun Airport,Timimoun,Algeria,TMX
Yaoqiang Airport,Jinan,China,TNA
Tin City Long Range Radar Station Airport,Tin City,United States,TNC
Alberto Delgado Airport,Trinidad,Cuba,TND
New Tanegashima Airport,Tanegashima,Japan,TNE
Toussus-le-Noble Airport,Toussous-le-noble,France,TNF
Ibn Batouta Airport,Tanger,Morocco,TNG
Tonghua Sanyuanpu Airport,Tonghua,China,TNH
Satna Airport,Satna,India,TNI
Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ
Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,TNM
Tainan Airport,Tainan,Taiwan,TNN
Ivato Airport,Antananarivo,Madagascar,TNR
Dade Collier Training and Transition Airport,Miami,United States,TNT
Jumandy Airport,Tena,Ecuador,TNW
Stung Treng Airport,Stung Treng,Cambodia,TNX
Zamperini Field,Torrance,United States,TOA
Gamal Abdel Nasser Airport,Tobruk,Libya,TOB
Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,TOC
Pulau Tioman Airport,Tioman,Malaysia,TOD
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE
Bogashevo Airport,Tomsk,Russia,TOF
Togiak Airport,Togiak Village,United States,TOG
Torres Airstrip,Loh/Linua,Vanuatu,TOH
Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI
Torrejón Airport,Madrid,Spain,TOJ
Toledo Express Airport,Toledo,United States,TOL
Timbuktu Airport,Tombouctou,Mali,TOM
San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO
Philip Billard Municipal Airport,Topeka,United States,TOP
Barriles Airport,Tocopilla,Chile,TOQ
"Tromsø Airport,",Tromso,Norway,TOS
Totness Airport,Totness,Suriname,TOT
Touho Airport,Touho,New Caledonia,TOU
Toledo Airport,Toledo,Brazil,TOW
Toyama Airport,Toyama,Japan,TOY
Tampa International Airport,Tampa,United States,TPA
Tarapoa Airport,Tarapoa,Ecuador,TPC
Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE
Peter O Knight Airport,Tampa,United States,TPF
Tonopah Airport,Tonopah,United States,TPH
Taplejung Airport,Taplejung,Nepal,TPJ
Draughon Miller Central Texas Regional Airport,Temple,United States,TPL
Tiputini Airport,Tiputini,Ecuador,TPN
Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP
Amado Nervo National Airport,Tepic,Mexico,TPQ
Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,TPS
Al Taqaddum Air Base,Al Taqaddum,Iraq,TQD
Tarko-Sale Airport,Tarko-Sale,Russia,TQL
Maranggo Airport,Sulawesi Tenggara,Indonesia,TQQ
Tres Esquinas Air Base,Tres Esquinas,Colombia,TQS
Tarama Airport,Tarama,Japan,TRA
Francisco Sarabia International Airport,Torreon,Mexico,TRC
Trondheim Airport Værnes,Trondheim,Norway,TRD
Tiree Airport,Tiree,United Kingdom,TRE
"Sandefjord Airport, Torp",Sandefjord,Norway,TRF
Tauranga Airport,Tauranga,New Zealand,TRG
Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI
Juwata Airport,Taraken,Indonesia,TRK
Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM
Turin Airport,Torino,Italy,TRN
Taree Airport,Taree,Australia,TRO
Tarauacá Airport,Tarauaca,Brazil,TRQ
China Bay Airport,Trinciomalee,Sri Lanka,TRR
Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS
Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU
Trivandrum International Airport,Trivandrum,India,TRV
Bonriki International Airport,Tarawa,Kiribati,TRW
Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,TRZ
Taipei Songshan Airport,Taipei,Taiwan,TSA
Tsumeb Airport,Tsumeb,Namibia,TSB
Astana International Airport,Tselinograd,Kazakhstan,TSE
Treviso-Sant'Angelo Airport,Treviso,Italy,TSF
Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH
Tsushima Airport,Tsushima,Japan,TSJ
Tamuin Airport,Tamuin,Mexico,TSL
Taos Regional Airport,Taos,United States,TSM
Tianjin Binhai International Airport,Tianjin,China,TSN
Timişoara Traian Vuia Airport,Timisoara,Romania,TSR
Trang Airport,Trang,Thailand,TST
Tabiteuea South Airport,Tabiteuea,Kiribati,TSU
Townsville Airport,Townsville,Australia,TSV
Tanjung Santan Airport,Tanjung Santan,Indonesia,TSX
Cibeureum Airport,Tasikmalaya,Indonesia,TSY
Tan Tan Airport,Tan Tan,Morocco,TTA
Tortolì Airport,Tortoli,Italy,TTB
Las Breas Airport,Taltal,Chile,TTC
Portland Troutdale Airport,Troutdale,United States,TTD
Sultan Khairun Babullah Airport,Ternate,Indonesia,TTE
General Enrique Mosconi Airport,Tartagal,Argentina,TTG
Thumrait Air Base,Thumrait,Oman,TTH
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI
Tottori Airport,Tottori,Japan,TTJ
Turtle Island Seaplane Base,Turtle Island,Fiji,TTL
Trenton Mercer Airport,Trenton,United States,TTN
Aerotortuguero Airport,Roxana,Costa Rica,TTQ
Pongtiku Airport,Makale,Indonesia,TTR
Taitung Airport,Fengnin,Taiwan,TTT
Saniat R'mel Airport,Tetouan,Morocco,TTU
Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,TUA
Tubuai Airport,Tubuai,French Polynesia,TUB
Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC
Tambacounda Airport,Tambacounda,Senegal,TUD
Tours-Val-de-Loire Airport,Tours,France,TUF
Tuguegarao Airport,Tuguegarao,Philippines,TUG
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI
Turbat International Airport,Turbat,Pakistan,TUK
Tulsa International Airport,Tulsa,United States,TUL
Tumut Airport,,Australia,TUM
Tunis Carthage International Airport,Tunis,Tunisia,TUN
Taupo Airport,Taupo,New Zealand,TUO
Tupelo Regional Airport,Tupelo,United States,TUP
Tucuruí Airport,Tucurui,Brazil,TUR
Tucson International Airport,Tucson,United States,TUS
Tabuk Airport,Tabuk,Saudi Arabia,TUU
Tucupita Airport,Tucupita,Venezuela,TUV
Morafenobe Airport,Morafenobe,Madagascar,TVA
Cherry Capital Airport,Traverse City,United States,TVC
Thief River Falls Regional Airport,Thief River Falls,United States,TVF
Thomasville Regional Airport,Thomasville,United States,TVI
Lake Tahoe Airport,South Lake Tahoe,United States,TVL
Matei Airport,Matei,Fiji,TVU
Dawei Airport,Dawei,Burma,TVY
Toowoomba Airport,Toowoomba,Australia,TWB
Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF
Sanga Sanga Airport,Sanga Sanga,Philippines,TWT
Tawau Airport,Tawau,Malaysia,TWU
Pukaki Airport,Pukaki,New Zealand,TWZ
9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,Brazil,TXF
Taichung Airport,Taichung,Taiwan,TXG
Texarkana Regional Webb Field,Texarkana,United States,TXK
Berlin-Tegel Airport,Berlin,Germany,TXL
Tunxi International Airport,Huangshan,China,TXN
Tibooburra Airport,,Australia,TYB
Torsby Airport,Torsby,Sweden,TYF
Capitan Montes Airport,Talara,Peru,TYL
Staniel Cay Airport,Staniel Cay,Bahamas,TYM
Taiyuan Wusu Airport,Taiyuan,China,TYN
Tyler Pounds Regional Airport,Tyler,United States,TYR
McGhee Tyson Airport,Knoxville,United States,TYS
Tuzla International Airport,Null,Bosnia and Herzegovina,TZL
Taszár Air Base,Columbus,United States,TZR
Trabzon International Airport,Trabzon,Turkey,TZX
İncirlik Air Base,Adana,Turkey,UAB
Ua Huka Airport,Ua Huka,French Polynesia,UAH
Suai Airport,Suai,East Timor,UAI
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK
Andersen Air Force Base,Andersen,Guam,UAM
Ua Pou Airport,Ua Pou,French Polynesia,UAP
Domingo Faustino Sarmiento Airport,San Juan,Argentina,UAQ
Bouarfa Airport,Bouarfa,Morocco,UAR
Buffalo Spring,Samburu South,Kenya,UAS
Mário de Almeida Franco Airport,Uberaba,Brazil,UBA
Mabuiag Island Airport,Mabuiag Island,Australia,UBB
Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ
Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP
Ubatuba Airport,Ubatuba,Brazil,UBT
Ulanqab Jining Airport,Wulanchabu,China,UCB
Lutsk Airport,Lutsk,Ukraine,UCK
Ukhta Airport,Ukhta,Russia,UCT
Bermuda Dunes Airport,Palm Springs,United States,UDD
Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI
Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ
Maharana Pratap Airport,Udaipur,India,UDR
Quelimane Airport,Quelimane,Mozambique,UEL
Kumejima Airport,Kumejima,Japan,UEO
Quetta International Airport,Quetta,Pakistan,UET
Ufa International Airport,Ufa,Russia,UFA
Bulgan Airport,Bulgan,Mongolia,UGA
Urgench Airport,Urgench,Uzbekistan,UGC
Waukegan National Airport,Chicago,United States,UGN
Uige Airport,Uige,Angola,UGO
Bilogai-Sugapa Airport,Sugapa-Papua Island,Indonesia,UGU
Kunovice Airport,Kunovice,Czech Republic,UHE
El Caraño Airport,Quibdo,Colombia,UIB
Phu Cat Airport,Phucat,Vietnam,UIH
Utila Airport,Utila,Honduras,UII
Ust-Ilimsk Airport,Ust Ilimsk,Russia,UIK
Quincy Regional Baldwin Field,Quincy,United States,UIN
Mariscal Sucre International Airport,Quito,Ecuador,UIO
Quimper-Cornouaille Airport,Quimper,France,UIP
Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE
Ukunda Airstrip,Ukunda,Kenya,UKA
Kobe Airport,Kobe,Japan,UKB
Ust-Kuyga Airport,Ust-Kuyga,Russia,UKG
Ukiah Municipal Airport,Ukiah,United States,UKI
Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK
Belbek Airport,Sevastopol,Ukraine,UKS
Quakertown Airport,Quakertown,United States,UKT
